ResponseId,ClimateLong,Post,Climate_headline,Climate_fraction_ai,Climate_fraction_ai_assisted,Climate_fraction_human,Post_headline,Post_fraction_ai,Post_fraction_ai_assisted,Post_fraction_human
R_3rZq0ud5ZAfiohu,"rising sea levels leads to a decrease to human living area, reducing animal habitat, reduction of food","In our daily lives, students can play a vital role in addressing climate change through everyday actions. We can choose public transportation, cycling, or walking instead of driving, which can significantly reduce carbon emissions. Supporting local food, reducing meat consumption, and cutting down on food waste are powerful too.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_82eQLCNX9elGPM9,"Extreme weather conditions such as heavy rains, flooding, storms etc., pandemics of disease transmitted by mosquitos, that could not survive when it was colder and migration due to catastrophes.","Not only shoot against politics. Yes they make errors and they may act to slow on climate change, but be a good example yourself. Start with the little things. ""If you wanna make the world a better place, take a look at yourself and then make a change"" like also Michael Jackson sang. For example separate waste, go on holidays by train and not by plane, use multi-use containers for your lunch, don't print if it is not necessary etc. etc.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2eLFdBNnptUODtu,Many naural catasrophes which can destroy important habitats.,,Fully Human Written,0.0,0.0,1.0,,,,
R_2qPgZ4421kKFPfH,"Climate warming, rising water levels, ocean currents circulation","I went two years in Eugene, Oregon, USA and their mentality on climate change was very interesting. They had bad and good habits but I will only focus on the good ones :) 

They would buy from shops that would offer local and seasonal produce. That is also possible in Zurich even with a restricted budget (Aldi, Lidl or even the local markets (bonus: some farmers sometimes offer a bouquet of aromatic plants)

The Oregonians would often go to second hand shops which is also possible here with the Heilsarmee or Facebook marketplace. 

Some of the students in the states would even compost, recycle and reuse used objects. How about melting all your old dead candle into new ones? 

I think we can all participate on our own scale, it doesnât have to be much but it will always be more than nothing :)",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_24zEdcaStBV8KZz,"health problems, changes in ecosystems that will affect all the species (included humans), catastrophes that will need to be solvedâ¦","How can we help to fight climate change? Some different actions can be taken such as reduce the use of cars and choose greener forms of transports (cycling, public transport), buy more local food products and avoiding overconsumption (whether itâs clothes, electronics, other goods),save energy, consume responsibly and etc. Each of us can take small actions in our daily lives that can have a powerful impact if all of us will commit to them.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8oFQ6MpzFsNLNZj,"I think we might run out of resources, like water, that are necessary to live.","I think in our daily lives little things make a big difference. For example bringing your own bottle instead of buying a PET one, or make sure they are correctly recycled. If everyone cares about such minor things, we will be able to create an impact. Another example is the use of public transport instead of using your own vehicle.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_5YRioBpaJPBCLY8,Climate change will lead to public unrest as resources grow sparse and only a fraction of the earth will be realistically inhabitable. Additionally extreme weather events will also effect the western hemisphere.,"Contributing to combat climate change in our daily lives is as simple as caring for the little things.
Taking the bike or public transport instead of the car, the train instead of the plane, etc. We in Switzerland and especially in Zurich are quite fortunate for the dense public transport infrastructure so there is literally no need for anything else in the day to day use. In europe in general everything bigger is easily reachable by train and in my option going by train is also way more fun and relaxing than to take the car.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_5IRHg5GuKupU7j6,I think they are the rise of the sea level and the uncertainies of the weather like heavy rain for a long period of time or complete drought which shouldnât be normal.,We can change our daily life to fight against climate change. Also small things will make a difference if we play all together.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2gdaa0Xu2w6mhHs,"Extreme weather events, loosing flora and fauna",,Fully Human Written,0.0,0.0,1.0,,,,
R_2VRCSmjERmAH6RX,"more environmental disasters, more refugees because of climate change, more war etc.",I think that we as students from ETH and UZH have the privilege to be very well educated and to know that climate change is a serious thread for our and future generations. We are in a position where we can really make a difference by creating new climate-friendly products and/or help companies with solutions to reduce co2 emissions. But the things we do don't have to be that big. Even small things like buying locally and reducing co2 emissions can make a difference. The path we take in the right direction can make a huge impact and motivate others to do the same.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2dFnRjgv2k97Cjp,"extinction of the flora and fauna species, raise of temperature",,Fully Human Written,0.0,0.0,1.0,,,,
R_2IuvVq9SwAqZzuY,Catastrophic weather. Food insecurity.,"We can choose local food and try to avoid meat. We can use public transport, walk or use a bicycle. We can reduce hot showers, and reduce heating in the winter. We can wear clothes for longer and use electronic devices for as long as possible. If something can be fixed, don't buy a new one. Avoid hollidays by plane.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_8uO6MWwBGYdMWMV,Canât live on the earth,Use your opened mindset,Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_2igLap5CRoBx8kU,"Rising sealevels (netherlands), temperature -> agriculture, biodiversity decrease",,Fully Human Written,0.0,0.0,1.0,,,,
R_7LoFQrJ6LKue0mJ,changing environment due to greenhouse gases,"Just knowing and acknowleding the problem won't solve it. And not everyone has to do something big to help. You might not even realise you're already doing it. Start for example by using public transportation, recycling, not leaning into fast fashion, or supporting people and organisations that prioritize action against climate change. And very important: talk about it. Don't let the problem get forgotten.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2RPLwenr9GcvnKO,"Loss in biodiversity and habitats, extreme weather events like heat/drought and heavy rain, agricultural challenge to provide food for humanity, and on a social level potential for conflict","Combating climate change starts with small choices you make in your daily life like taking the bike to work, eating local and seasonal plant-based food and only buying new clothes if you really need them. And sometimes combating climate change needs big actions, new ideas and loud protests to push real change in society and politics. But it is not about being perfect, it is about trying, about educating yourself and others. It is about remembering that we are in this together and that we have the power and responsibility to keep earth livable for everyone.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2jqr8mTLlV1SBwh,Mass migration and hunger,We can all improve on choosing meals that affect the climate less. The mensas are doing a great job by providing charts considering the effect the specific meal has. All we need to do is consider them and thus show the mensas that we want more climate friendly meals,Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_8yeAmdRaMxUnI0V,natural catastrophes,,Fully AI Generated,1.0,0.0,0.0,,,,
R_2LqEx4hLSDX3wBL,"In the close future, food scarcity as the climate will not be favourable for many plants that we cultivate and also less regions will be fertile lands for agriculture. Additionally to that life close to the equator will be unbearable, and there will be climate migrations of people and animals. Already we can see that natural habitats of many animals are dwindling and species are going extinct.",,Fully Human Written,0.0,0.0,1.0,,,,
R_8qx6WrH9MVggine,"Demographic consequences (increase of population in poorer zones)
","Although the average student in Zurich can not do a lot to contribute to combating climate change (because of the low budget and small power of influence), the true power of the student is in the collective. If we, together, do our own part, we can have the influence of a factory or an enterprise. Therefore, the student should not only do their own part by recycling and not wasting, but also they should use their power to influence their colleagues into also doing their own part, so we create a network of good-will that can actually influence the big picture.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_80PnHdoa95N6OO9,Natural catastrophe,,Fully AI Generated,1.0,0.0,0.0,,,,
R_23hQbIyQcfYDvih,Loss in industry,,Fully Human Written,0.0,0.0,1.0,,,,
R_8kvrJt7ItrlOzX8,"sea level rise, change in biodiversity, and decreasing water resources",,Fully Human Written,0.0,0.0,1.0,,,,
R_2JO7HFwFjQTTHqx,"Changing weather which impacts crops and food availability, as well as water scarcibility.",Students can contribute to climate change by studying the effects it has on animal and humans as well as if there are mediation or remediation methods for wildlife and more.,Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_8OdhLivhjahgP3d,"honestly, no idea. always has something to do with money and economy",Students are an essential part of the future of the research. T,Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_8rVgr9RHv8frxFD,"Loss of nature, animal species, extreme temperatures and droughts, political instability","Climate change is affecting us all. This contingent global phenomenon is reshaping our daily lives in many dimensions. For example, rising temperatures are extreme climates in previously cooler regios are triggering an irreversible cascade of loss of nature and natural habitats. This acute ecosystem changes are worsening the quality of life of many communities considerably. In order to address this otherwise irreversible natural changes, clear action at an individual and global level are desperately needed as we are all responsible for the decrease of worsening of this global problem.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_2wFDc1k2Q6DFEsh,A lot of countries in the mediterranean that are currently habitable will end up being either to hot to live in or simply run dry. People will have to move in general further north. We will loose a lot of area that was originally suitable for farming etc,"While changing specific things about our day to day life in order to combat climate change may seem to us like we are directly helping the situation, I really think that as a student in Zurich you are better off in inventing or supporting research/company which focuses on streamlining any global producing process.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_9T5A5dsbVUvk99L,"droughts, water uncertainty and scarcity, extreme weather conditions, flooding, sea-level rising, and entire countries going under water","We should all contribute to battling climate change. As a global threat, it's a challenge we all face. Even though our individual contributions cannot outweigh what's being done on a global scale, I believe it's important to set the example and foster the change. One way to do this would be to watch out for our carbon footprint - e.g. we could try to use trains instead of planes whenever possible, reduce trans-oceanic travel, buy locally produced food, etc. Even the small changes matters.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2od7IdzJ5rYfOcV,"extreme natural disasters like floods, heat waves and storms","If every student in Zurich is recycling their ""mate"" and PET-bottles, doesn't smoke and isn't wasting any food, we can all contribute to the combat against climate change. Additionally, taking the train instead of the plane for traveling could help even more.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2GEdPXHBH8L6mUq,"Heating, Biodiversity loss",A discourse and cooperation between the parties should be established.,Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_55XdvmAZ54Juetn,"food shortages, catastrophes",,Fully AI Generated,1.0,0.0,0.0,,,,
R_27qZULxYU7FNvc5,We would disappear if we don't make any changes and take care of mother nature as we should,"Living in Olten, I often feel lucky to be surrounded by beautiful nature and a cthat values sustainabilitybut that doesnât mean weâre doing enough. As students, weâre in a unique position: we not only shape the future through our studies, but we also influence those around us by how we live today.

I started making small changes after a classmate challenged me to track my carbon footprint for a week. It was eye-opening. I realized how often I chose convenience over sustainability (like ordering food delivery in plastic containers or flying home for short trips). Now, I try to shop second-hand, eat mostly plant-based, and take the train instead of flying whenever possible. Itâs not about being perfect, but about being conscious.

If 96% of us believe climate change is a global threat, that belief should show in our daily actions. Imagine if every student brought a reusable container, reduced meat consumption just a few times a week, or spoke up when their lab or department made wasteful choices. These decisions may seem small, but multiplied across thousands of students, they have real power.

Climate action isnât only in protests or policies, but itâs in every coffee cup we refill, every bike ride we choose, and every conversation we start.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_8oGUYjfluSJhoQD,"Extreme weather phenomena
Change in agriculture
Change in flora and fauna","Climate change is a problem that affects us all. In turn, we all can affect climate change, too. By reducing meat consumption, travelling less by plane and car, buying locally and avoiding imported goods, in short, be less wasteful with our ressources, we can all help contribute to a greener future. I am not saying we have to give up on every little aspect in our lives, but that choosing a greener option already helps. Of course, it would help a lot more if big corporations and wasterful governments would stop polluting our only world altogether, but here we are, trying to correct the mistakes of our bottom 1% ethical thinkers.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8Sf3mUtmD7SW4xN,For the world the future has a lot of risks because of climate change. Like natural disasters and all of that.,"In the daily life everybody can just be a little more concious about their consumerism. Go by public transport instead of by car, reduce your energy usage (donât leave your lights on etc), â¦ also important is voting for the right parties that actually do something against climate change",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2Bh4kBZbOMFdazM,"Loss of biodiversity, habitats, exceedingly frequent devastating weather events, hence hunger, insecurity, death: especially for the less wealth","All life is threatened under climate change. We constantly find ourselves at critical point of turn every step we take. Itâs time for action and hope, rather than letting pessimism and panic take over. Reduce your impact, make it known, communicate: Climate action now!",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_1ElVONGvNwtq4NH,"The luxurious life we are living. We can already see the changes in temperature, increasing year by year. This will affect the aggricultre and end up in a food shortage. This could lead to wars between countries.
Also extreme weather changes are possible, which will affect the local people on that specific region.
With increasing temperature, the poles are melting too, which leads too an increase of the sea level. Countries like Bangladesh are in danger because of that.","I think we students are already being taught to work econfriendly. We could create a team of students who would engage in finding solutions temporarily or permanently. If we all from all departements work together, we will definetly find a solution.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_20dYUIYWKLdViwN,"rising temperature, rising ocean levels, extreme weather conditions (droughts/floods), loss of land and biodiversity"," Climate change is a wicked problem that requires all hands on deck. We can start by taking notice of choices in our lives that has a negative impact on our environment; looking into our modes of transport, diet, consumption, lifestyle, and making adjustments that promote sustainability. Many organisations and charities further offer opportunities for those who want to contribute financially, to target specific issues and communities affected climate change.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2lPxdYrdQeYvS0N,"Famines, extreme weather events","We can combat climate change in two ways. On the one hand, we can support political parties that do not deny climate change and that are trying to implement new laws towards reduction of emissions etc. On the other hand, each and everyone can try to reduce the amount of goods they use, buy goods produced sustainably and from recycled material, use public (train/bus) transport and buy locally produced goods.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_28JaglO3tc85NBI,global warming. Ecosystem breaks,Zurich is a great place for public transportation. So why not riding more bikes for commuting or at least taking more public transport instead of driving?,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_57eZsrUFdEM0fAJ,"Heatwaves (more frequent and intense), Healt (increased diseases), Agriculture (crop loss), melting glaciers (rising sea levels)","Use public transport or bike, instaed of driving, avoid flying when possible, and eat more plant-based foods while reducing meat. Also, try to buy less and avoid waste.",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_2rc4m5y0CuoAPfG,I believe the most drastic consequence will be related to disruption of the biosystem and loss of some key species in the ecosystem like bees. This would seriously damage the agriculture which makes even harder to feed ever growing population.,"As we all agree on the global consequences of climate change, we should also agree on the need of global response to climate change for prevention. Such that changing small habits collectively will enhance the effectiveness of the act. I am in no position to dictate what to do but we can prioritize public transportation over cars, take the train rather than plane. Lastly, some of you object and say that top 1% earners contribute to climate change dramtically more than a mere student. I also agree that those people should implement bigger changes. By changing small habits of us, we can built a conscious generation and either we make those changes or implement required regulations when we come to power.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_5uaCWEtI3DfZ1aV,"Lack of water in certain areas, desertification of southern europe, more extreme climate events","The most effective contribution to combating climate change in everyone's daily life is to organize and get involved in political groups. Climate change is, in fact, a collective issue, that cannot and should not be tackled at personal level, but rather at a societal level.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_2DtNFIMGny4hfmx,"Natural catastrophes, war, ecosystem changes, life is getting harder for humans","Everyone should reflect his/her own life and then act as climate friendly as possible. Nobody is perfect but there are simple measures that can have an influence on climate change. So let's fight together, everyone within the personal possibilities.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2jUkyehmeODkkx7,Asiatics industries,"Use electronic devices less, spend less time on the phone, complain less about every little things, stop wasting or waste as little as possible.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2M2YpaDNeu7gODD,Imbalance in the ecosystem,"To combat climate change, we can keep our travel destinations local, while trying to buy local produce over imported goods. Small habit changes like turning off the lights when leaving a room can also add up to make a difference",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_24dfHWxs6T7w9zP,For future generations to still be able to live with good quality and move freely. With scarcity comes higher prices (also for climate goods) and maybe there will be political conflicts within Europe and abroad.,"Combating climate change lies in our responsibility. As students, we have the possibility to collaborate and therefore make a change. It starts with our daily lives. Using public transportation, recycling, in short making conscious decisions. Further, we can profit from joining student associations, build groups and share information. What helped me personally, was getting some deeper education in energy consumption and the energy distribution in general. We can profit from attending courses that provide us with specific knowledge that can help shape the future, and if it's only our individual one.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_81gY823BAm7Ig25,"I am not sure about this. For China, I heard that it is very dry right now, and some agricultural fields are in bad conditions, which will damage farmers and pass the pressure to all people, if there is any problem of shortage with rice or any other main food","Actually, I have to give credit to Switzerland when talking about climate change. Well-connected, punctual, clean, modern public transportation, a well-designed recycling process, good vibes for vegetarian or vegan food, and a good mix of city and wild forest areas all contribute well to staying sustainable and alleviating climate change. I cannot come up with more to do, except choose the greener way whenever I can.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8VyxBP4pfw9GO2B,"ecological catastrophe. more specifically, high temperature might facilitate animals' or insects' evolution, which might change the ecosystem in a way.","nowadays, flooding and drought caused by climate change are enforcing people to move from their home all around the world. this heartbreaking situation can be changed because of every penny of our donation to the charity organization where you can track your donation and see who have been helped. let's help the world for our future family.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2SwMyx3PI7VoSNK,"Immigration to escape the climate, which will probably lead to more conflicts and hate towards the people that have to escape their countries because they cannot make a living anymore.","It's small things that will have a big impact and that will still be reasonable for us to practice on a daily basis. Bring your own bottle, try the plant based meal in the Mensa once, take the ÃV. There is plenty of other things but I believe the small will lead to the biggest change.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2AZ6lki5eKegefs,Migration and instability,"I donât believe individual students in Zurich have any impact over the notion of climate change other than lowering their own quality of life. The only people that could have an impact are policymakers and the upper class that has a say in the world. I believe that if it were a real issue, the ruling class would conduct themselves differently than just forcing an idea of lowering the standard of living to the broad population.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2Ff8OUtyyTafSRr,"Raw materials thatâre indispensabile for survival (such as water) will start to become scarce. They will no longer be available to everyone, and prices will rise so much that only the richtest will have access to them.","I find useless to burden private individuals with taxes ans fees regarding their ecological habits in the hope of reducing the effect of global warming. We should focus on those who have a big impact, i. E. Companies and underdeveloped countries.
Only in this way can something concrete be achieved.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8PMRqUx5fT3RkxL,"Agricultural difficulties.
",Do your work from home and don't go to uni.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_23LVZdkwoeIn7hf,food insecurity,.,Fully Human Written,0.0,0.0,1.0,AI Detected,0.0,0.0,0.0
R_25uzUahAVcPX9F9,"For europe it will probably be immigration and with it instability in the goverments. Depending on the coubtry also natural hazards e.g. droughts in the south. For the complete world: lost land, uninhabital regions -- > hunger, instability, etc.","For me, there are two possible ways when combating climate change. First, look at yourself: Is this holiday, this car ride, this object needed?, or is there a better option considering the climate. On the other hand, how can the study at ETH be included in future work. Use the knowledge and improve methods and materials in your next projects to combat climate change. Don't shout at everyone to change, start to improve and show the way!",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8PWRXbweVFdpdio,Depletion of water resources,"I like to take long showers but understanding that world fresh water resources are being depleted, I try to keep my showers short to conserve water. I think we should all live with the idea that all natural resources are under attack and we should try to make a conscious decision every day to ensure we limit our footprint and its impact on the environment. Recycle, conserve water, protect the environment when youâre outside, take a train instead of flying when feasible, eat more plant-based, and check how your digital footprint (through data centres) contributes to depletion of resources. Do your part.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_5DbxobDIQFG32dy,"Natural disasters, food scarcity, heat waves","The consequences of climate change are often overwhelming when considered from an individual perspective. As students in ZÃ¼rich, how can we make an impact? One way is by choosing meals at the canteens on campus, which offer vegetarian or climate-friendly options. Another contribution we can make is by volunteering our time for organizations on campus that collectively amplify our voices, such as the student sustainability committee.",Fully AI Generated,1.0,0.0,0.0,AI Assisted,0.0,1.0,0.0
R_2emhUA6iNldCkQs,"Heating up, extreme weather, floodings, refugee flows due to climate crisis, war because of resource scarcity","Financially speaking, student often are in a precarious situation, which results in rather limited possibilities in making an effective impact on climate change combat. But still, we can understand our role as ambassadors, to remind elders, people with a job and just a little more financial flexibility than students, to make an impact even if it seems as a little scale to them. Like, investing the few more spare franks in rather regional food for example. We ourselves should try to also make an impact where we can. If we have the chance to go by bike or bus to school, we should take it. If we can save food from being thrown away, we can buy it for less. If wanna get clothes, look first at second hand clothes instead of buying everything new (except for underwear maybe ;) What I want to say: If we seek a chance we should try to take it and not let it drift by, and on the other side, use our knowledge and connectivity to be ambassadors for climate protection on every scale.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8MlFVG2DLe8k7WM,"Destruction of our nature, decreasing of high level lifestyle and death of certain regions for people.","Climate change is a global problem and huge companies are part of the problem, but also of the solution. Everybody needs to work together to find new and better solutions for our future. I believe that each person could also contribute to combating climate change by reducing their own footprint, if wanted. This could mean less flying by using trains for holidays, eating greener and more climate-friendly and utilizing public transport and bycicles to go places.

One can also help by bringing attention to climate change, vote for laws that fight against climate change and take part in sessions which propose new solutions for our future.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_863VycvCrUoFfBX,Global Warming,,Fully Human Written,0.0,0.0,1.0,,,,
R_2p5MhDJ6rgJZVEg,for the world- most affected areas will be the ones least responsible; small island / countries with less developed infrastructure to deal wit h the problems- massive problem of climate refugees for Europe,,Fully Human Written,0.0,0.0,1.0,,,,
R_2M6sSZmiFwN0jbU,"Temperature Increase, Water Rise",,Fully AI Generated,1.0,0.0,0.0,,,,
R_21d5fKsFsKkTUW8,"Loss of biodiversity, loss of crops and all the climate consequences such as floods, dry,â¦",,Fully Human Written,0.0,0.0,1.0,,,,
R_20wpguYvlOozWOe,Increase of intensity and frequency of natural disasters. Resources becoming more scarce and leading to more geopoloitical conflicts (e.g. water). Extinction of many species and natural environment. The fact that it is not reversible.,,Fully Human Written,0.0,0.0,1.0,,,,
R_2j9gSnbU5yKsQEL,limitation of space for people to live and grow food,Climate change is and will be an issue that affects the whole world. One way everyone can do their bit to combat climate change is to go to demonstrations to shake up politics and create more awareness among the population.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8hFjC68yh8sQAG7,marginalised people being exposed to acute climate changes without proper protections,,Fully Human Written,0.0,0.0,1.0,,,,
R_2hLSBXH0ip4ge5p,A heatwave,,Fully AI Generated,1.0,0.0,0.0,,,,
R_3sfMmEgYirYiKeB,"First of all the entire ecosystem is suffering due to the climate change. You can really feel that the climate change is getting worse each year, the weather is not consistent at all. But still Switzerland is using more recources each year which has to change.",I think small things like eating local and seasonal food can already have a great impact on how the world works and it can strongly positively effect climate change since when the demand for products that arenât regional or seasonal goes down they would get offered way less. Using public transportation instead if using your car daily can also have a great impact. Recycling can also have a great impact and itâs easy to do.,Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2M9Gf8gbjPpJqtg,Change in nature,,Fully Human Written,0.0,0.0,1.0,,,,
R_2r4CdZtbTZnuhBT,Endangering the survival of humanity,"A student we can start by taking small actions to address global warming. For example, we could use reusable hand towels, turn off the tap while using hand soap, sort out waste properly, and choose public transportation. Each of our small actions could contribute to significant progress for our society.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_5ldU90MbOYthMoV,extreme weather conditions,,Fully Human Written,0.0,0.0,1.0,,,,
R_8WVEsNipWDZPefX,Loss of biodiversity and the resulting collapse of the entire ecosystem. Combined with higher temperatures and drought periods,-,Fully Human Written,0.0,0.0,1.0,AI Detected,0.0,0.0,0.0
R_8jwA9Ukp87yBumX,"Extreme weather events occurring frequently with a sharp increase in mortality rates. Natural disasters leading to high stress for medical resources, and global economic growth slowing down. Residents in some regions forced to migrate to other areas.",,Fully AI Generated,1.0,0.0,0.0,,,,
R_81FBiUbaCcwjkv2,Expenses,.,Fully AI Generated,1.0,0.0,0.0,AI Detected,0.0,0.0,0.0
R_2T3MgTaksCHGBup,extreme weather condition,"It's from our daily lifes, from what we eat, how we travel. And I think the real challenge is thrning awareness into action",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8CKnwquQLGwLAPg,"land reduction, species extinction",,Fully AI Generated,1.0,0.0,0.0,,,,
R_2sYlA332nfrlQOK,"I think that climate change is a problem which grows in the shade, hidden from our conscious. It creeps up our shores, rolls down our mountains and crosses all borders. It is our generation's greatest test. Beyond nationality, ideology, religion it is the product of our faults and negligence. It will ravage our planet, cause mass-migration, mass-polution, economic and humanitarian crisis.","Climate change is a human struggle. Struggle, in all forms, is what keeps the machine running. We need to struggle and fight against our political climate which is run by people who will not live to see the damage they made. It is our generations duty to preserve and heal the world we are in. The present is ours but only if we claim it. Enough watching and thinking, it is time to act. Sort the garbage, go to protest, educate, enlighten, love, live and never give up. That is human struggle, the knowing we'll make it through if we want to; but the clock is ticking.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_8n1M9CEreH2R8C9,Rising climate catastrophes leaving a lot of people homeless and leading to big immigration waves,,Fully Human Written,0.0,0.0,1.0,,,,
R_2QG4bUchNYFF10a,Increase of temperatur that might cause potential heatwave that is dangerous for worker,"Even lots of us think global warming is kind of issue for us, there are just some simple example that show somehow students only say so but do not taking actions. I am living in Student Village right now, but in the evening most of the dormitories do not even turn off the lights in the living room. Even that takes not large amount of energy, but it is still kind of akward.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2VBVyzNrlIAcuIt,"Dying wildlife, and their diversity. Weather changes, extremer conditions and glaciers disappearing.","No action is insignificant. So start small. Try to eat less meat and dairy. Take a look at which products are local and which are in season. Try to minimize waste by reducing, reuising and recycling. Everything counts, so give it a shot.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2dphsv4PlSssNk2,"heat waves and their respective consequences for human health, the flora and fauna and agriculture","Even small actions can have a considerable impact on our ecologic footprint. Therefore, no matter whether it is taking the bike instead of the car or leaving out the meat menu for the vegetarian one, all of our positive actions can sum and help us fighting against climate.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_2frSrSNvYhjvDbs,"People will live hard, like it will be always hot even in spring and autumn. Some beautiful scenes will disappear and never go back.","We can try more walkings and cyclings. We can try to remember to turn off the lights once living a classroom or a house's room. We should try to use fewer one-time products, and do garbage classification more carefully. We can organize and join some green events at school, like learning or sharing knowledge about climate chage.",Fully Human Written,0.0,0.0,1.0,Fully Human Written,0.0,0.0,1.0
R_81FzzyP2ZDdpOcI,Endanger of habitat for human and other species,"To combat climate change as a student in zurich, one of the most effective ways, alongside recycling and taking the bike to uni, would be to focus on making a career to gain money and influence. This can then be further used to fuel more meaningful endeavors.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_8dgRkfmVakvyUEi,"Extreme climate events that will have further consequences on its own: fires, water scarcity, droughts, etc.","Climate change is real. Let's be conscious of water and energy use, and make good decisions for the future to come. More importantly, spread the word!",Fully AI Generated,1.0,0.0,0.0,Fully Human Written,0.0,0.0,1.0
R_6gUEEx9tgdG7XXN,I wouldnt know. I think the greatest danger is what could happen that we cant predict nor imagine,"Informing ourselves about how much our daily activities actually impact global and local climate can bring us to make more sustainable and ecologically smart decisions, and thus make our little difference.",Fully Human Written,0.0,0.0,1.0,Fully AI Generated,1.0,0.0,0.0
R_21zQ1CLpvPgYlCe,That the earth is being destroyed by natural disasters and all animals are going to go extinct.,,Fully Human Written,0.0,0.0,1.0,,,,
